"OR6A2",9.39634828827278e-05
"chr13:95351477-95351756",0.0001159680597609
"DUSP16",0.000128152986485881
"FRMD5",0.000201108674581042
"LIPA",0.000227186205890534
"chr12:19242073-19242825",0.000294826621389416
"IVNS1ABP",0.000418544017896845
"AKT1",0.000424492587706957
"TMC7",0.000494403584242913
"NACA",0.000512939575400026
"FAM178A",0.000539865388917503
"TMTC4",0.000599116718355535
"MAN2A2",0.00068976617431752
"RPL23A",0.000775496804818847
"ACACB",0.000853923211326172
"RNASE1",0.000863054858333254
"RHBDL2",0.000940914889316332
"CLCA4",0.00102855997965257
"IPO13",0.0010771994223837
"FAM13C",0.00117491828588499
"CCP110",0.00118442235027386
"ARHGEF2",0.00122494017230685
"SNORD14E",0.00128660460199433
"SCD",0.00137925388002634
"MTMR2",0.00140038532524262
"KDM4D",0.00140609920926537
"TRMT13",0.0014157015780413
"FMO5",0.0014649635440862
"FAR1",0.00167680396827622
"ZNF280D",0.00173378256230162
"ACER3",0.00179443872687348
"RASSF4",0.00188228768856973
"CD55",0.00188958545548869
"HSD3B1",0.00200818423763583
"SLC22A15",0.00221099908327003
"RASSF8",0.00227895291169942
"chr14:50935117-50935216",0.00248613405754303
"PSEN1",0.00250540215755688
"SEC14L5",0.00252756341462247
"GREM1",0.00255817434812773
"DUSP10",0.00256510967137635
"chr12:8637342-8637464",0.00282741882404471
"ANO4",0.00283699167198611
"SKCG-1",0.00288145917606534
"KCNJ10",0.00304367099618854
"ELOVL1",0.0030693679692186
"TWF1",0.00311338530739312
"FNTB",0.00322310374744961
"chr12:51050756-51050857",0.00329787890449501
"AF274942",0.00334221150813818
"chr11:10420740-10420863",0.00340306402837424
"GBP4",0.00344158889249112
"SNX1",0.00345263560652644
"PARD3",0.00345291897234102
"MON2",0.00370356282552508
"VSIG10",0.00370622471877543
"MTMR10",0.00372179364208903
"MRVI1",0.00373456027987753
"P2RX7",0.00420478051247009
"TACR2",0.00424286473662555
"AZIN2",0.00424701102196089
"PPP1R12B",0.00426224045985925
"PIK3C2B",0.00432631053093515
"CPNE2",0.00441929407679873
"USP3",0.0044569655560837
"ADAM10",0.00451342779014263
"TTLL7",0.00455417553265985
"IFITM3",0.00459689071053084
"DUSP6",0.00477573583137768
"FOLH1",0.00481373333100973
"TMTC2",0.00486464577782634
"TXNIP",0.00492203965100237
"CFL2",0.00496584692456203
"LYZL2",0.00507910110176199
"DKFZP434L187",0.00510981488612216
"OR5AP2",0.00521995917303118
"RPL26L1",0.00525837818685582
"STXBP3",0.00526993556146262
"UVRAG",0.00528065737250361
"DLEU2",0.00537085903344325
"TYSND1",0.00546242926218811
"MAP4K5",0.00555672876733555
"PBXIP1",0.00565609296609205
"FOLH1B",0.00566765469663324
"IFIT2",0.00567715358142635
"ASUN",0.00569883300268967
"PWWP2B",0.00571112838980539
"AAAS",0.00572892851660558
"chr1:149676070-149676579",0.00574634054946037
"C14orf56",0.00577400044336442
"SNORA25",0.00581668431154358
"SPG20",0.00584170288807798
"chr10:78001780-78002065",0.00587182287524421
"USP21",0.00592797939813314
"chr15:49491097-49491391",0.00594331474855587
"chr16:19023479-19023585",0.00595434889577629
"LRRC55",0.00612978555540497
"ERO1LB",0.00623113218475529
"chr10:47658685-47678716",0.0063241750772837
"PLK1",0.00639612692178705
